id,unknown_cnr,bankssts_cnr,caudalanteriorcingulate_cnr,caudalmiddlefrontal_cnr,cuneus_cnr,entorhinal_cnr,fusiform_cnr,inferiorparietal_cnr,inferiortemporal_cnr,isthmuscingulate_cnr,lateraloccipital_cnr,lateralorbitofrontal_cnr,lingual_cnr,medialorbitofrontal_cnr,middletemporal_cnr,parahippocampal_cnr,paracentral_cnr,parsopercularis_cnr,parsorbitalis_cnr,parstriangularis_cnr,pericalcarine_cnr,postcentral_cnr,posteriorcingulate_cnr,precentral_cnr,precuneus_cnr,rostralanteriorcingulate_cnr,rostralmiddlefrontal_cnr,superiorfrontal_cnr,superiorparietal_cnr,superiortemporal_cnr,supramarginal_cnr,frontalpole_cnr,temporalpole_cnr,transversetemporal_cnr,insula_cnr
epi_garrahan,5.551298480970747,8.58528658549799,10.816149797661174,9.528739140310904,5.8160840029157175,9.175927549430567,8.084871223362486,9.342703923471397,8.819270314635336,6.869134298778753,6.619184945447375,7.430067387642997,5.8263193619478235,7.621777523621565,9.063359724906393,6.224336550810134,6.55410637712052,9.880893277405399,10.65678349841949,10.392938585068817,5.723244464101213,6.5531059613543245,8.904598761415944,6.380031281301625,8.39672553048639,11.382212544870375,10.80178991306425,10.04213134945295,8.040913701490458,7.77915760847921,9.442431358987308,10.910562860877437,8.983814054756007,5.292225193759733,7.53237761941743
