id,totalgrayvol,totalgrayvol_sd,cortexvol,cortexvol_sd,lhcortexvol,lhcortexvol_sd,rhcortexvol,rhcortexvol_sd,subcortgrayvol,subcortgrayvol_sd,cerebralwhitemattervol,cerebralwhitemattervol_sd,ventricles,ventricles_sd,left-cerebral-white-matter,left-cerebral-white-matter_sd,left-lateral-ventricle,left-lateral-ventricle_sd,left-inf-lat-vent,left-inf-lat-vent_sd,left-cerebellum-white-matter,left-cerebellum-white-matter_sd,left-cerebellum-cortex,left-cerebellum-cortex_sd,left-thalamus-proper,left-thalamus-proper_sd,left-caudate,left-caudate_sd,left-putamen,left-putamen_sd,left-pallidum,left-pallidum_sd,3rd-ventricle,3rd-ventricle_sd,4th-ventricle,4th-ventricle_sd,brain-stem,brain-stem_sd,left-hippocampus,left-hippocampus_sd,left-amygdala,left-amygdala_sd,csf,csf_sd,left-accumbens-area,left-accumbens-area_sd,left-ventraldc,left-ventraldc_sd,right-cerebral-white-matter,right-cerebral-white-matter_sd,right-lateral-ventricle,right-lateral-ventricle_sd,right-inf-lat-vent,right-inf-lat-vent_sd,right-cerebellum-white-matter,right-cerebellum-white-matter_sd,right-cerebellum-cortex,right-cerebellum-cortex_sd,right-thalamus-proper,right-thalamus-proper_sd,right-caudate,right-caudate_sd,right-putamen,right-putamen_sd,right-pallidum,right-pallidum_sd,right-hippocampus,right-hippocampus_sd,right-amygdala,right-amygdala_sd,right-accumbens-area,right-accumbens-area_sd,right-ventraldc,right-ventraldc_sd,totalgrayvol_cnr,cortexvol_cnr,lhcortexvol_cnr,rhcortexvol_cnr,subcortgrayvol_cnr,cerebralwhitemattervol_cnr,ventricles_cnr,left-cerebellum-cortex_cnr,left-thalamus-proper_cnr,left-caudate_cnr,left-putamen_cnr,left-pallidum_cnr,brain-stem_cnr,left-hippocampus_cnr,left-amygdala_cnr,left-accumbens-area_cnr,left-ventraldc_cnr,right-cerebellum-cortex_cnr,right-thalamus-proper_cnr,right-caudate_cnr,right-putamen_cnr,right-pallidum_cnr,right-hippocampus_cnr,right-amygdala_cnr,right-accumbens-area_cnr,right-ventraldc_cnr
epi_garrahan,72.2222617441256,12.170662252202668,68.72772953284756,8.90358819518293,69.02169670443826,8.83683011755118,68.4431937482441,8.958565170132273,91.44794795684399,13.976185127619788,103.6703090485151,8.510200868276778,29.08031812276074,15.666056141415089,103.62525830838285,8.583006093692722,26.163578167115904,12.894243112731031,54.52348993288591,13.006019340652427,105.11607389026744,7.546524805701571,79.30968700022846,12.490377562653624,99.615200637789,10.670900730410594,80.20678632898942,8.326246920193128,94.18260694108152,8.781617125433309,106.55847501287995,5.680342895034972,38.980209545983705,16.562823240889614,35.27114716106605,13.957349175849687,103.58701947646357,11.961440491851683,77.248320268757,8.673561832317482,78.55047204066813,6.278350941717459,53.940140845070424,20.012989825167548,79.64418212478921,5.548606233004527,101.78136779752289,11.662417288608085,103.71466626075043,8.437689470847367,26.773868814241816,14.293691102948248,52.59090909090909,16.420999727376294,105.92403273057884,7.065184995407888,79.85105025059599,12.58624033549124,97.83542014468559,11.221329138634276,79.22396204033215,8.835448995632317,93.23021293692246,8.492100313020261,106.33927635028842,5.659890367523361,76.32541824069077,8.683170400584935,78.27111785533637,6.447101819988375,80.72529069767442,5.924449125517489,100.8576244813278,12.708676691653734,4.484181514394798,8.048811980888681,7.976225685755399,8.127812798949266,0.5579161712840965,0.0,17.504128232944733,2.59787235403426,0.08826968357433594,3.883860749092547,0.6019546593810302,0.07967826382708144,3.219102744580322e-05,4.728084409188473,5.641983083686576,5.592982260528846,0.017118480878012984,2.4578259840771715,0.1716528624375536,3.971221562240063,0.7540898355375181,0.06819386539903813,5.058437029236633,5.659501765528918,4.896401198525115,0.03381806441476675
