id,unknown_cnr,bankssts_cnr,caudalanteriorcingulate_cnr,caudalmiddlefrontal_cnr,cuneus_cnr,entorhinal_cnr,fusiform_cnr,inferiorparietal_cnr,inferiortemporal_cnr,isthmuscingulate_cnr,lateraloccipital_cnr,lateralorbitofrontal_cnr,lingual_cnr,medialorbitofrontal_cnr,middletemporal_cnr,parahippocampal_cnr,paracentral_cnr,parsopercularis_cnr,parsorbitalis_cnr,parstriangularis_cnr,pericalcarine_cnr,postcentral_cnr,posteriorcingulate_cnr,precentral_cnr,precuneus_cnr,rostralanteriorcingulate_cnr,rostralmiddlefrontal_cnr,superiorfrontal_cnr,superiorparietal_cnr,superiortemporal_cnr,supramarginal_cnr,frontalpole_cnr,temporalpole_cnr,transversetemporal_cnr,insula_cnr
epi_garrahan,7.344838699717901,8.92180151028106,10.579269029322793,9.488537439985338,5.297302120008672,7.271244731063562,7.68075701699361,9.42672739228885,9.318420334463708,7.17227703363863,6.305790550519714,8.63849406004266,5.661435334438379,9.213480043131923,9.940993420038824,6.762084350759094,6.491269017555352,9.692255509020972,10.52568637631448,10.908053842919628,4.675205488740961,6.520840840024477,9.869534972805974,6.424769574562323,8.430700732616494,11.762465196168323,10.921609239757288,10.47326116200168,8.415151611045971,7.930789594196923,9.70940156623654,11.293622119420855,9.535127329195317,5.10256367995756,7.286907454354542
