id,ba1_exvivo_numvert,ba2_exvivo_numvert,ba3a_exvivo_numvert,ba3b_exvivo_numvert,ba4a_exvivo_numvert,ba4p_exvivo_numvert,ba6_exvivo_numvert,ba44_exvivo_numvert,ba45_exvivo_numvert,v1_exvivo_numvert,v2_exvivo_numvert,mt_exvivo_numvert,perirhinal_exvivo_numvert,entorhinal_exvivo_numvert,ba1_exvivo_surfarea,ba2_exvivo_surfarea,ba3a_exvivo_surfarea,ba3b_exvivo_surfarea,ba4a_exvivo_surfarea,ba4p_exvivo_surfarea,ba6_exvivo_surfarea,ba44_exvivo_surfarea,ba45_exvivo_surfarea,v1_exvivo_surfarea,v2_exvivo_surfarea,mt_exvivo_surfarea,perirhinal_exvivo_surfarea,entorhinal_exvivo_surfarea,ba1_exvivo_grayvol,ba2_exvivo_grayvol,ba3a_exvivo_grayvol,ba3b_exvivo_grayvol,ba4a_exvivo_grayvol,ba4p_exvivo_grayvol,ba6_exvivo_grayvol,ba44_exvivo_grayvol,ba45_exvivo_grayvol,v1_exvivo_grayvol,v2_exvivo_grayvol,mt_exvivo_grayvol,perirhinal_exvivo_grayvol,entorhinal_exvivo_grayvol,ba1_exvivo_thickavg,ba2_exvivo_thickavg,ba3a_exvivo_thickavg,ba3b_exvivo_thickavg,ba4a_exvivo_thickavg,ba4p_exvivo_thickavg,ba6_exvivo_thickavg,ba44_exvivo_thickavg,ba45_exvivo_thickavg,v1_exvivo_thickavg,v2_exvivo_thickavg,mt_exvivo_thickavg,perirhinal_exvivo_thickavg,entorhinal_exvivo_thickavg,ba1_exvivo_thickstd,ba2_exvivo_thickstd,ba3a_exvivo_thickstd,ba3b_exvivo_thickstd,ba4a_exvivo_thickstd,ba4p_exvivo_thickstd,ba6_exvivo_thickstd,ba44_exvivo_thickstd,ba45_exvivo_thickstd,v1_exvivo_thickstd,v2_exvivo_thickstd,mt_exvivo_thickstd,perirhinal_exvivo_thickstd,entorhinal_exvivo_thickstd,ba1_exvivo_meancurv,ba2_exvivo_meancurv,ba3a_exvivo_meancurv,ba3b_exvivo_meancurv,ba4a_exvivo_meancurv,ba4p_exvivo_meancurv,ba6_exvivo_meancurv,ba44_exvivo_meancurv,ba45_exvivo_meancurv,v1_exvivo_meancurv,v2_exvivo_meancurv,mt_exvivo_meancurv,perirhinal_exvivo_meancurv,entorhinal_exvivo_meancurv,ba1_exvivo_gauscurv,ba2_exvivo_gauscurv,ba3a_exvivo_gauscurv,ba3b_exvivo_gauscurv,ba4a_exvivo_gauscurv,ba4p_exvivo_gauscurv,ba6_exvivo_gauscurv,ba44_exvivo_gauscurv,ba45_exvivo_gauscurv,v1_exvivo_gauscurv,v2_exvivo_gauscurv,mt_exvivo_gauscurv,perirhinal_exvivo_gauscurv,entorhinal_exvivo_gauscurv,ba1_exvivo_foldind,ba2_exvivo_foldind,ba3a_exvivo_foldind,ba3b_exvivo_foldind,ba4a_exvivo_foldind,ba4p_exvivo_foldind,ba6_exvivo_foldind,ba44_exvivo_foldind,ba45_exvivo_foldind,v1_exvivo_foldind,v2_exvivo_foldind,mt_exvivo_foldind,perirhinal_exvivo_foldind,entorhinal_exvivo_foldind,ba1_exvivo_curvind,ba2_exvivo_curvind,ba3a_exvivo_curvind,ba3b_exvivo_curvind,ba4a_exvivo_curvind,ba4p_exvivo_curvind,ba6_exvivo_curvind,ba44_exvivo_curvind,ba45_exvivo_curvind,v1_exvivo_curvind,v2_exvivo_curvind,mt_exvivo_curvind,perirhinal_exvivo_curvind,entorhinal_exvivo_curvind
epi_garrahan,959.0,3341.0,1110.0,1938.0,1618.0,1279.0,9022.0,4672.0,5024.0,3333.0,7126.0,2039.0,610.0,418.0,573.0,2260.0,743.0,1303.0,1024.0,826.0,6128.0,3223.0,3425.0,1979.0,4443.0,1387.0,399.0,290.0,2114.0,5280.0,1005.0,2925.0,3266.0,2020.0,20357.0,9287.0,10962.0,3904.0,9933.0,4279.0,1764.0,1049.0,2.5380000000000003,2.202,1.775,1.921,2.72,2.423,2.75,2.7060000000000004,2.6919999999999997,1.85,2.129,2.6060000000000003,3.588,3.662,0.45299999999999996,0.449,0.402,0.614,0.381,0.387,0.563,0.426,0.593,0.524,0.5670000000000001,0.5760000000000001,0.759,0.649,0.139,0.11,0.131,0.095,0.095,0.08800000000000001,0.11900000000000001,0.107,0.134,0.11699999999999999,0.13699999999999998,0.126,0.11199999999999999,0.11599999999999999,0.028999999999999998,0.018000000000000002,0.026000000000000002,0.017,0.017,0.018000000000000002,0.023,0.019,0.028999999999999998,0.031,0.032,0.027000000000000003,0.033,0.022000000000000002,17.0,31.0,9.0,16.0,10.0,7.0,103.0,47.0,77.0,38.0,96.0,31.0,7.0,3.0,1.0,2.5,1.2,1.3,1.1,0.7,8.1,3.8,6.0,4.3,9.5,2.1,0.9,0.4
